"","X","geplaatst","omschrijving","kunstenaar","locatie","wijk.buurt","materiaal","image","imageURL","type"
"669","Oost_76","2005","Fontein op het 's Gravensandeplein","Handle with Care","'s-Gravesandeplein","Oosterparkbuurt","onbekend","//upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Fontein_s%27Gravensandeplein.JPG/150px-Fontein_s%27Gravensandeplein.JPG","https://upload.wikimedia.org/wikipedia/commons/2/2a/Fontein_s%27Gravensandeplein.JPG","NA"
"670","Oost_77","2007","De Schreeuw","Henneman, Jeroen Jeroen Henneman","Oosterpark","Oosterparkbuurt","roestvast staal","//upload.wikimedia.org/wikipedia/commons/thumb/5/56/De_schreeuw_-_oosterpark.jpg/150px-De_schreeuw_-_oosterpark.jpg","https://upload.wikimedia.org/wikipedia/commons/5/56/De_schreeuw_-_oosterpark.jpg","NA"
"671","Oost_78","2007","Papieren Bootje","Willems, Suzanne Suzanne Willems","Vaillantkade","IJburg","staal en aluminiumplaat","//upload.wikimedia.org/wikipedia/commons/thumb/0/01/Papieren_bootje_Suzanne_Willems_IJburg.jpg/150px-Papieren_bootje_Suzanne_Willems_IJburg.jpg","https://upload.wikimedia.org/wikipedia/commons/0/01/Papieren_bootje_Suzanne_Willems_IJburg.jpg","NA"
"672","Oost_79","2007","Gedenkteken voor Eli van Tijn","Maas, Steffen Steffen Maas","Kraaipanstraat","Transvaalbuurt","graniet","//upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Gedenkteken_Eli_van_Tijn%2C_Amsterdam.JPG/150px-Gedenkteken_Eli_van_Tijn%2C_Amsterdam.JPG","https://upload.wikimedia.org/wikipedia/commons/f/f9/Gedenkteken_Eli_van_Tijn%2C_Amsterdam.JPG","NA"
"673","Oost_8","1923","Twee arenden","Remiëns, Adrianus Adrianus Remiëns","Veeteeltstraat (Betondorp)","Watergraafsmeer","zandsteen","//upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Betondorpadelaar_1.jpg/75px-Betondorpadelaar_1.jpg","https://upload.wikimedia.org/wikipedia/commons/b/b7/Betondorpadelaar_1.jpg","NA"
"674","Oost_80","2008","Familie","Reus, Paul de Paul de Reus","Theo van Goghpark","IJburg","brons, gevuld met beton","//upload.wikimedia.org/wikipedia/commons/thumb/4/40/Familiebeeld.jpg/150px-Familiebeeld.jpg","https://upload.wikimedia.org/wikipedia/commons/4/40/Familiebeeld.jpg","NA"
"675","Oost_81","2008","Wensplein voor Vrede","Hout, Elly van den Elly van den Hout
Scheper, Trinette Trinette Scheper","Linnaeusstraat","Dapperbuurt","onbekend","//upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Wensplein_voor_Vrede.jpg/150px-Wensplein_voor_Vrede.jpg","https://upload.wikimedia.org/wikipedia/commons/1/1d/Wensplein_voor_Vrede.jpg","NA"
"676","Oost_82","2009","Stuifmeel / Ideeënboom","onbekend","Oosterpark","Oosterparkbuurt","cortenstaal
fietslampen","//upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Ideeenboom_in_Oosterpark.jpg/150px-Ideeenboom_in_Oosterpark.jpg","https://upload.wikimedia.org/wikipedia/commons/a/a4/Ideeenboom_in_Oosterpark.jpg","NA"
"677","Oost_83","2009","Communicatie","Lamberts, Aart Aart Lamberts","Oosterpark","Oosterparkbuurt","brons, hardsteenplaat, stelcon","//upload.wikimedia.org/wikipedia/commons/thumb/a/a7/Sculptuur_Communicatie%2C_Amsterdam.JPG/150px-Sculptuur_Communicatie%2C_Amsterdam.JPG","https://upload.wikimedia.org/wikipedia/commons/a/a7/Sculptuur_Communicatie%2C_Amsterdam.JPG","NA"
"678","Oost_84","2009","Buurttafel Ambonplein","Korthals Altes, René René Korthals Altes","Ambonplein","Indische Buurt","beton","//upload.wikimedia.org/wikipedia/commons/thumb/8/80/Buurttafel_Ambonplein%2C_Amsterdam.jpg/150px-Buurttafel_Ambonplein%2C_Amsterdam.jpg","https://upload.wikimedia.org/wikipedia/commons/8/80/Buurttafel_Ambonplein%2C_Amsterdam.jpg","NA"
"679","Oost_85","2009","Hark (fantasievogel)","Claassen, Tom Tom Claassen","Semarang- en Tidorestraat","Indische Buurt","brons","//upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Pelikaanvormig_beeld%2C_hoek_Semarang-_Tidorstraat%2C_Amsterdam.jpg/150px-Pelikaanvormig_beeld%2C_hoek_Semarang-_Tidorstraat%2C_Amsterdam.jpg","https://upload.wikimedia.org/wikipedia/commons/3/3b/Pelikaanvormig_beeld%2C_hoek_Semarang-_Tidorstraat%2C_Amsterdam.jpg","NA"
"680","Oost_86","2009","Toegangspoort Park Frankendael
Van der Sande Lacostebrug","Splunter, AnneMarie van AnneMarie van Splunter","Nobelweg","Watergraafsmeer","gebeitst roestvast staal","//upload.wikimedia.org/wikipedia/commons/thumb/2/28/Annemarie_van_Splunter-2.jpg/150px-Annemarie_van_Splunter-2.jpg","https://upload.wikimedia.org/wikipedia/commons/2/28/Annemarie_van_Splunter-2.jpg","NA"
"683","Oost_89","2012","Schommelstoelen","Handle with Care, Handle with Care","Pieter Vlamingplein","Dapperbuurt","verbronsd","//upload.wikimedia.org/wikipedia/commons/thumb/1/18/Schommelstoelen2_Pieter_Vlamingplein_Amsterdam.jpg/150px-Schommelstoelen2_Pieter_Vlamingplein_Amsterdam.jpg","https://upload.wikimedia.org/wikipedia/commons/1/18/Schommelstoelen2_Pieter_Vlamingplein_Amsterdam.jpg","NA"
"684","Oost_9","1924","Grafsteen Politie Hond Albert","onbekend","Oosterpark","Oosterparkbuurt","natuursteen","//upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Grafsteen_Politiehond_Albert.JPG/150px-Grafsteen_Politiehond_Albert.JPG","https://upload.wikimedia.org/wikipedia/commons/f/f9/Grafsteen_Politiehond_Albert.JPG","NA"
"685","Oost_90","2012","Sledes","Handle with Care, Handle with Care","Pieter Vlamingplein","Dapperbuurt","verbronsd","//upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Sledes_2012_van_Handle_with_Care.jpg/150px-Sledes_2012_van_Handle_with_Care.jpg","https://upload.wikimedia.org/wikipedia/commons/e/e0/Sledes_2012_van_Handle_with_Care.jpg","NA"
"686","Oost_91","2012","Scherven van beschaving","Hünd , Fabrice Fabrice Hünd","Pontanusstraat Muiderpoortstation","Dapperbuurt","mozaïek keramiek","//upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Scherven_van_Beschaving_Fabrice_Hund_Muiderpoorstation_Amsterdam.jpg/150px-Scherven_van_Beschaving_Fabrice_Hund_Muiderpoorstation_Amsterdam.jpg","https://upload.wikimedia.org/wikipedia/commons/a/a0/Scherven_van_Beschaving_Fabrice_Hund_Muiderpoorstation_Amsterdam.jpg","NA"
"687","Oost_92","2014, 28 maart","Uitzicht op Kinderdroomkunst (130 meter lange beeldenreeks op dak OLVG[4]","Rütte, Iris Le Iris Le Rütte","Onze Lieve Vrouwe Gasthuis","Oosterparkbuurt","onbekend","//upload.wikimedia.org/wikipedia/commons/thumb/4/48/DierenOLV3.JPG/150px-DierenOLV3.JPG","https://upload.wikimedia.org/wikipedia/commons/4/48/DierenOLV3.JPG","NA"
"688","Oost_93","onbekend","Staande Maria met Christuskind","onbekend","Eerste Oosterparkstraat","Oosterparkbuurt","natuurstenen sculptuur","//upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Maria%2C_OLVG%2C_Amsterdam.JPG/150px-Maria%2C_OLVG%2C_Amsterdam.JPG","https://upload.wikimedia.org/wikipedia/commons/c/c1/Maria%2C_OLVG%2C_Amsterdam.JPG","NA"
"689","Oost_94","onbekend","Ceres","onbekend","Middenweg Park Frankendael","Watergraafsmeer","hardsteen","//upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Frankendael_Ceres.jpg/150px-Frankendael_Ceres.jpg","https://upload.wikimedia.org/wikipedia/commons/b/bd/Frankendael_Ceres.jpg","NA"
"690","Oost_95","onbekend","Bacchus","onbekend","Middenweg Park Frankendael","Watergraafsmeer","hardsteen","//upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Frankendael_Bachus.jpg/150px-Frankendael_Bachus.jpg","https://upload.wikimedia.org/wikipedia/commons/a/a2/Frankendael_Bachus.jpg","NA"
"691","Oost_96","onbekend","Hekwerk met dieren","Attika Architekten (hekwerk) en basisschool Louise de Coligny, groep 8 (dieren)","Sparrenweg","Oosterparkbuurt","cortenstaal","//upload.wikimedia.org/wikipedia/commons/thumb/9/99/Sculptuur_vogels_op_hek%2C_Amsterdam.JPG/150px-Sculptuur_vogels_op_hek%2C_Amsterdam.JPG","https://upload.wikimedia.org/wikipedia/commons/9/99/Sculptuur_vogels_op_hek%2C_Amsterdam.JPG","NA"
"692","Oost_97","onbekend (gewijzigd in 2007)","Monument deportatie Joodse kinderen","onbekend","Jouberstraat","Transvaalbuurt","beton en hardsteen","//upload.wikimedia.org/wikipedia/commons/thumb/1/10/Monument_deportatie_Joodse_kinderen.JPG/150px-Monument_deportatie_Joodse_kinderen.JPG","https://upload.wikimedia.org/wikipedia/commons/1/10/Monument_deportatie_Joodse_kinderen.JPG","NA"
"693","Oost_98","onbekend","Fontein","onbekend","Wolthera van Reesstraat","Dapperbuurt","roestvast staal","//upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Fontein-Wolthera_van_Reesstraat.JPG/150px-Fontein-Wolthera_van_Reesstraat.JPG","https://upload.wikimedia.org/wikipedia/commons/b/bb/Fontein-Wolthera_van_Reesstraat.JPG","NA"
"694","Oost_99","onbekend","onbekend","onbekend","Wolthera van Reesstraat","Dapperbuurt","onbekend","//upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Sculptuur_Wolthera_van_Reesstraat%2C_Amsterdam.JPG/150px-Sculptuur_Wolthera_van_Reesstraat%2C_Amsterdam.JPG","https://upload.wikimedia.org/wikipedia/commons/b/b2/Sculptuur_Wolthera_van_Reesstraat%2C_Amsterdam.JPG","NA"
"695","West_1","1908","borstbeeld van Peter Wilhelm Janssen","Hove, Bart van Bart van Hove","Bellamyplein","Kinkerbuurt","graniet / brons","//upload.wikimedia.org/wikipedia/commons/thumb/5/52/Standbeeld_P.W.Janssen.JPG/150px-Standbeeld_P.W.Janssen.JPG","https://upload.wikimedia.org/wikipedia/commons/5/52/Standbeeld_P.W.Janssen.JPG","NA"
"696","West_10","1932 / 1933","Vrouwelijk naakt [1]","Lith, Hubert van Hubert van Lith","Vierwindstrekenbrug, zijkant / oostkant bij trappen (Admiralengracht / Jan van Galenstraat)","Admiralenbuurt","natuursteen","//upload.wikimedia.org/wikipedia/commons/thumb/1/13/Naakt_Vierwindstreken.JPG/150px-Naakt_Vierwindstreken.JPG","https://upload.wikimedia.org/wikipedia/commons/1/13/Naakt_Vierwindstreken.JPG","NA"
"697","West_11","1932 / 1933","Moeder met kind","Kaas, Jaap Jaap Kaas","Vierwindstrekenbrug, zijkant / oostkant bij trappen (Admiralengracht / Jan van Galenstraat)","Admiralenbuurt","natuursteen","//upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Jaap_Kaas.JPG/150px-Jaap_Kaas.JPG","https://upload.wikimedia.org/wikipedia/commons/b/b9/Jaap_Kaas.JPG","NA"
"698","West_12","1933","Een mannenwereldbeeld","Krop, Hildo Hildo Krop","Vierwindstrekenbrug, zijkant / oostkant bij trappen (Admiralengracht / Jan van Galenstraat)","Admiralenbuurt","natuursteen","//upload.wikimedia.org/wikipedia/commons/thumb/8/85/Krop_Vierwindstreken.JPG/150px-Krop_Vierwindstreken.JPG","https://upload.wikimedia.org/wikipedia/commons/8/85/Krop_Vierwindstreken.JPG","NA"
"699","West_13","1939 [2]","De rustende tuinder","Havermans, Jan Jan Havermans","Jan van Galenstraat / Willem de Zwijgerlaan ('Jan van Galenplantsoen')","Bos en Lommer","brons (sokkel van graniet)","//upload.wikimedia.org/wikipedia/commons/thumb/2/21/DeRustendeTuinder02.JPG/150px-DeRustendeTuinder02.JPG","https://upload.wikimedia.org/wikipedia/commons/2/21/DeRustendeTuinder02.JPG","NA"
"700","West_14","1952","Arthur van Schendel","Wertheim, Johannes G. Johannes G. Wertheim","Stadhouderskade, Leidsebosje","Oud-West","onbekend","//upload.wikimedia.org/wikipedia/commons/thumb/8/85/Arthur_van_Schendel.jpg/150px-Arthur_van_Schendel.jpg","https://upload.wikimedia.org/wikipedia/commons/8/85/Arthur_van_Schendel.jpg","NA"
"701","West_15","1954 [3]","Waterdraagster met vissen","Braat, Leo Leo Braat","Bellamyplein","Kinkerbuurt","brons","//upload.wikimedia.org/wikipedia/commons/thumb/d/de/Waterdraagster_1.JPG/150px-Waterdraagster_1.JPG","https://upload.wikimedia.org/wikipedia/commons/d/de/Waterdraagster_1.JPG","NA"
"702","West_16","1956/1990","Haan op zuil","Rädecker, Han Han Rädecker","Westerpark","Westerpark","hardsteen / kalksteen","//upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Haan_op_zuil.JPG/150px-Haan_op_zuil.JPG","https://upload.wikimedia.org/wikipedia/commons/5/5c/Haan_op_zuil.JPG","NA"
"703","West_17","1956","Danspaar","Stauthamer, Cephas Cephas Stauthamer","Jan van Galenstraat","Bos en Lommer","goud geschilderd cementsteen","//upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Danspaar_1956.JPG/150px-Danspaar_1956.JPG","https://upload.wikimedia.org/wikipedia/commons/4/4e/Danspaar_1956.JPG","NA"
"704","West_18","1956","Oude en jonge arbeider","Wezelaar, Henri Matthieu Henri Matthieu Wezelaar","Hoofdweg","Bos en Lommer","beton, brons","//upload.wikimedia.org/wikipedia/commons/thumb/7/72/Oude_en_jonge_arbeider.JPG/150px-Oude_en_jonge_arbeider.JPG","https://upload.wikimedia.org/wikipedia/commons/7/72/Oude_en_jonge_arbeider.JPG","NA"
"706","West_2","1910","standbeeld van Alois Senefelder","onbekend","Admiraal de Ruijterweg 56","De Baarsjes","onbekend","//upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Adm_de_Ruijterweg_56%2C_Aldi.jpg/150px-Adm_de_Ruijterweg_56%2C_Aldi.jpg","https://upload.wikimedia.org/wikipedia/commons/c/c2/Adm_de_Ruijterweg_56%2C_Aldi.jpg","NA"
"707","West_20","1958","Horizontale compositie","Zweerus, Henk Henk Zweerus","Stadhouderskade, Leidsebosje","Oud-West","hardsteen","//upload.wikimedia.org/wikipedia/commons/thumb/1/19/Beeld_Leidsebosje%2C_Amsterdam.jpeg/150px-Beeld_Leidsebosje%2C_Amsterdam.jpeg","https://upload.wikimedia.org/wikipedia/commons/1/19/Beeld_Leidsebosje%2C_Amsterdam.jpeg","NA"
"708","West_21","1958","Schip in aanbouw","Krop, Hildo Hildo Krop","Sara Burgerhartstraat 1-3 (voormalige Daniel Goedkoopschool)","Bos en Lommer","natuursteen","//upload.wikimedia.org/wikipedia/commons/thumb/6/68/KUNSTWERK_%27SCHIP_IN_AANBOUW%27_%28HILDO_KROP%2C_1958-%2759%29_DETAIL_-_Amsterdam_-_20372893_-_RCE.jpg/150px-KUNSTWERK_%27SCHIP_IN_AANBOUW%27_%28HILDO_KROP%2C_1958-%2759%29_DETAIL_-_Amsterdam_-_20372893_-_RCE.jpg","https://upload.wikimedia.org/wikipedia/commons/6/68/KUNSTWERK_%27SCHIP_IN_AANBOUW%27_%28HILDO_KROP%2C_1958-%2759%29_DETAIL_-_Amsterdam_-_20372893_-_RCE.jpg","NA"
"709","West_22","1965","Droombeeld","Stauthamer, Cephas Cephas Stauthamer","Frederik Hendrikplantsoen","Frederik Hendrikbuurt","brons","//upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Droombeeld_Cephas_Stauthamer_Frederik_Hendrikplantsoen_Amsterdam.JPG/150px-Droombeeld_Cephas_Stauthamer_Frederik_Hendrikplantsoen_Amsterdam.JPG","https://upload.wikimedia.org/wikipedia/commons/e/e0/Droombeeld_Cephas_Stauthamer_Frederik_Hendrikplantsoen_Amsterdam.JPG","NA"
"711","West_24","1973 - 2011 Gulden Winckelplantsoen","Beeld van brons en steen","Hettinga, Renze Renze Hettinga","Erasmuspark (sinds 2011)","Bos en Lommer","brons en steen","//upload.wikimedia.org/wikipedia/commons/thumb/5/52/Object_in_Erasmuspark.jpg/150px-Object_in_Erasmuspark.jpg","https://upload.wikimedia.org/wikipedia/commons/5/52/Object_in_Erasmuspark.jpg","NA"
"712","West_25","1976","Gebroken cirkel","Dekkers, Ad Ad Dekkers","Spaarndammerdijk / Transformatorweg / Nieuwe Hemweg","Spaarndammerbuurt","beton","//upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Gebroken_cirkel_Ad_Dekkers_Spaarndammerdijk_Amsterdam.jpg/150px-Gebroken_cirkel_Ad_Dekkers_Spaarndammerdijk_Amsterdam.jpg","https://upload.wikimedia.org/wikipedia/commons/d/d5/Gebroken_cirkel_Ad_Dekkers_Spaarndammerdijk_Amsterdam.jpg","NA"
"713","West_26","1978","Woezel","Lis, Marijke Ouendag-van Marijke Ouendag-van Lis","Zaanhof","Spaarndammerbuurt","glasversterkte polyester","//upload.wikimedia.org/wikipedia/commons/thumb/6/62/Woezel_Zaanhof.JPG/150px-Woezel_Zaanhof.JPG","https://upload.wikimedia.org/wikipedia/commons/6/62/Woezel_Zaanhof.JPG","NA"
"714","West_27","1981","Lichtbeeld","Rolf, Peter Peter Rolf","Spaarndammerdijk","Spaarndammerbuurt","metaal","//upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Brediusbeeld_1.jpg/150px-Brediusbeeld_1.jpg","https://upload.wikimedia.org/wikipedia/commons/b/bf/Brediusbeeld_1.jpg","NA"
"715","West_28","1981 - 2013 Frederik Hendrikplantsoen","Monument voor een verzonken stad","Hogen Esch, Berend Peter Berend Peter Hogen Esch","Erasmuspark (sinds 2013)","Bos en Lommer","cortenstaal en beton","//upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Hoekig_object_in_Erasmuspark.jpg/150px-Hoekig_object_in_Erasmuspark.jpg","https://upload.wikimedia.org/wikipedia/commons/d/d1/Hoekig_object_in_Erasmuspark.jpg","NA"
"716","West_29","1986","Groeistam","Schierbeek, Michiel Michiel Schierbeek","Westerpark ter hoogte van het Nassauplein","Westerpark","staal","//upload.wikimedia.org/wikipedia/commons/thumb/1/15/Groeistam_Michiel_Schierbeek_zt.jpg/150px-Groeistam_Michiel_Schierbeek_zt.jpg","https://upload.wikimedia.org/wikipedia/commons/1/15/Groeistam_Michiel_Schierbeek_zt.jpg","NA"
"717","West_3","1922","Verkeer en Overvloed","Krop, Hildo Hildo Krop","Spoorwegviaduct Spaarndammerstraat Noordzijde","Spaarndammerbuurt","natuursteen","//upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Verkeer_Hildo_Krop.JPG/150px-Verkeer_Hildo_Krop.JPG","https://upload.wikimedia.org/wikipedia/commons/c/c9/Verkeer_Hildo_Krop.JPG","NA"
"718","West_30","1986","Man op kruk","Tolman, Ronald Ronald Tolman","Westerpark","Westerpark","brons","//upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Man_op_kruk.JPG/150px-Man_op_kruk.JPG","https://upload.wikimedia.org/wikipedia/commons/c/c6/Man_op_kruk.JPG","NA"
"719","West_31","1987","Halfcirkelvormige beelden kunstwerk (1 van 2)","Kalle, Ton Ton Kalle","Oude Kinkerbrug, brug 169 (late brug van Piet Kramer)","Da Costabuurt","Graniet","//upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Kunstwerk_brug_169_Oude_Kinkerbrug_-_Elandsgracht_1_van_2.jpg/150px-Kunstwerk_brug_169_Oude_Kinkerbrug_-_Elandsgracht_1_van_2.jpg","https://upload.wikimedia.org/wikipedia/commons/e/ec/Kunstwerk_brug_169_Oude_Kinkerbrug_-_Elandsgracht_1_van_2.jpg","NA"
"720","West_32","1987","Polaris","Gevers Deynoot, Wendela Wendela Gevers Deynoot","van Beuningenstraat / Haarlemmerweg","Staatsliedenbuurt","roestvast staal","//upload.wikimedia.org/wikipedia/commons/thumb/6/65/Polaris_1987.JPG/150px-Polaris_1987.JPG","https://upload.wikimedia.org/wikipedia/commons/6/65/Polaris_1987.JPG","NA"
"721","West_33","1989","Staalplastiek","Meeuwen, Hans van Hans van Meeuwen","Transformatorweg","Spaarndammerbuurt","staal","//upload.wikimedia.org/wikipedia/commons/thumb/6/66/Hans_van_Meeuwen.jpg/150px-Hans_van_Meeuwen.jpg","https://upload.wikimedia.org/wikipedia/commons/6/66/Hans_van_Meeuwen.jpg","NA"
"722","West_34","1989","Boomzagertje","De Onbekende Beeldhouwer","Stadhouderskade, Leidsebosje","Oud-West","ijzer","//upload.wikimedia.org/wikipedia/commons/thumb/7/71/Boomzager.jpg/150px-Boomzager.jpg","https://upload.wikimedia.org/wikipedia/commons/7/71/Boomzager.jpg","NA"
"723","West_35","1991","Ankh","van de Locht, Peter Peter van de Locht","Admiraal de Ruijterweg / Wiegbrug","Admiralenbuurt","blauw hardsteen en brons","//upload.wikimedia.org/wikipedia/commons/thumb/5/52/Ankh%2C_Wiegbrug%2C_Adm_de_Ruijterwg.jpg/150px-Ankh%2C_Wiegbrug%2C_Adm_de_Ruijterwg.jpg","https://upload.wikimedia.org/wikipedia/commons/5/52/Ankh%2C_Wiegbrug%2C_Adm_de_Ruijterwg.jpg","NA"
"724","West_36","1992","Negen op masten lijkende objecten","Vries, Auke de Auke de Vries","Kostverlorenvaart","Kinkerbuurt","kunststof en staal","//upload.wikimedia.org/wikipedia/commons/thumb/3/34/Auke_de_Vries_1.JPG/50px-Auke_de_Vries_1.JPG","https://upload.wikimedia.org/wikipedia/commons/3/34/Auke_de_Vries_1.JPG","NA"
"725","West_37","1992","Light Sculpture","Harding, Noel Noel Harding","Nassauplein","Westerpark","staal en glas","//upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Noel_Harding.JPG/150px-Noel_Harding.JPG","https://upload.wikimedia.org/wikipedia/commons/8/8d/Noel_Harding.JPG","NA"
"726","West_38","1992","Bruidssuite","Smulders, Godelieve Godelieve Smulders","Westerpark","Westerpark","staal en beuken","//upload.wikimedia.org/wikipedia/commons/thumb/2/29/Bruidssuite_westerpark_amsterdam.jpg/150px-Bruidssuite_westerpark_amsterdam.jpg","https://upload.wikimedia.org/wikipedia/commons/2/29/Bruidssuite_westerpark_amsterdam.jpg","NA"
"727","West_39","1993","Lief beton","Versseveld, Annetje van Annetje van Versseveld","Westerpark","Westerpark","beton","//upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Lief_beton.jpg/150px-Lief_beton.jpg","https://upload.wikimedia.org/wikipedia/commons/4/4c/Lief_beton.jpg","NA"
"728","West_4","1922","Verkeer en Overvloed","Krop, Hildo Hildo Krop","Spoorwegviaduct Spaarndammerstraat Zuidzijde","Spaarndammerbuurt","beton","//upload.wikimedia.org/wikipedia/commons/thumb/3/38/Verkeer_Hildo_Krop_2.JPG/150px-Verkeer_Hildo_Krop_2.JPG","https://upload.wikimedia.org/wikipedia/commons/3/38/Verkeer_Hildo_Krop_2.JPG","NA"
"729","West_40","1993","Haan","Veneman, Peer Peer Veneman","Spaarndammerplantsoen","Spaarndammerbuurt","brons","//upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Haan_Peer_Veneman.JPG/150px-Haan_Peer_Veneman.JPG","https://upload.wikimedia.org/wikipedia/commons/1/1e/Haan_Peer_Veneman.JPG","NA"
"731","West_42","1996","Abstracte vorm","Pallesen, Liesbeth Liesbeth Pallesen","Westerpark","Westerpark","brons","//upload.wikimedia.org/wikipedia/commons/thumb/5/56/Abstract_Pallesen.JPG/150px-Abstract_Pallesen.JPG","https://upload.wikimedia.org/wikipedia/commons/5/56/Abstract_Pallesen.JPG","NA"
"732","West_43","1996","Europa","Kuyper (kunstenaar), Hans Hans Kuyper (kunstenaar)","Postjesweg","De Baarsjes","brons en gewapend beton","//upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Europa_Hans_Kuijper.JPG/150px-Europa_Hans_Kuijper.JPG","https://upload.wikimedia.org/wikipedia/commons/4/4c/Europa_Hans_Kuijper.JPG","NA"
